mdl 파일 이름,교체 대상 텍스처 번호,페인트 아이템 번호,페인트 텍스처 경로
v_stormgiant.mdl,8,8519,resource/WeaponPaint/texture/y21s2$0b_ef_sg1.bmp
p_stormgiant.mdl,0,8519,resource/WeaponPaint/texture/y21s2storm_giant_p.bmp
s_stormgiant.mdl,0,8519,resource/WeaponPaint/texture/y21s2storm_giant_p.bmp
v_stormgiant_d3a3.mdl,0,8519,resource/WeaponPaint/texture/y21s2$20@004_sg_2.bmp
v_stormgiant_d3a3.mdl,1,8519,resource/WeaponPaint/texture/y21s2$20@004_sg_2.bmp
v_stormgiant_d3a3.mdl,2,8519,resource/WeaponPaint/texture/y21s2$20@004_sg_1.bmp
v_stormgiant_d3a3.mdl,4,8519,resource/WeaponPaint/texture/y21s2$0b_ef_swing1.bmp
v_stormgiant_d3a3.mdl,5,8519,resource/WeaponPaint/texture/y21s2$0b_ef_lt_2.bmp
v_stormgiant_d3a3.mdl,6,8519,resource/WeaponPaint/texture/y21s2$0b_ef_lt_1.bmp
v_stormgiant_d3a.mdl,7,8519,resource/WeaponPaint/texture/y21s2$0b_ef_sg2.bmp
v_stormgiant_d3a.mdl,8,8519,resource/WeaponPaint/texture/y21s2$0b_ef_sg1.bmp
p_stormgiant_d3a3.mdl,0,8519,resource/WeaponPaint/texture/y21s2storm_giant_p.bmp
s_stormgiant_d3a3.mdl,0,8519,resource/WeaponPaint/texture/y21s2storm_giant_p.bmp
v_airburster.mdl,0,8519,resource/WeaponPaint/texture/y21s2air_burster_v.bmp
p_airburster.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256air_burster_p.bmp
w_airburster.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256air_burster_p.bmp
s_airburster.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256air_burster_p.bmp
v_deagle.mdl,0,8520,resource/WeaponPaint/texture/y21s2deagle_v.bmp
w_deagle.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256deagle_p.bmp
p_deagle.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256deagle_p.bmp
s_deserteagle.mdl,1,8520,resource/WeaponPaint/texture/y21s2#256256deagle_p.bmp
w_broad.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256broad_divine_p.bmp
v_broad.mdl,0,8520,resource/WeaponPaint/texture/y21s2divine_v.bmp
p_broad.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256broad_divine_p.bmp
s_broad.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256broad_divine_p.bmp
v_kronos12.mdl,0,8520,resource/WeaponPaint/texture/y21s2argus12_scope_effect.bmp
v_kronos12.mdl,1,8520,resource/WeaponPaint/texture/y21s2$0b_argus3_dotsight_v_02.bmp
v_kronos12.mdl,2,8520,resource/WeaponPaint/texture/y21s2argus12_v.bmp
p_kronos12.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256argus12_p.bmp
w_kronos12.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256argus12_p.bmp
s_kronos12.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256argus12_p.bmp
v_bendita.mdl,0,8520,resource/WeaponPaint/texture/y21s2bendita_v.bmp
v_bendita.mdl,4,8520,resource/WeaponPaint/texture/y21s2bendita_v.bmp
w_bendita.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256bendita_p.bmp
w_bendita.mdl,1,8520,resource/WeaponPaint/texture/y21s2#256256bendita_p.bmp
s_bendita.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256bendita_p.bmp
s_bendita.mdl,1,8520,resource/WeaponPaint/texture/y21s2#256256bendita_p.bmp
p_bendita.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256bendita_p.bmp
p_bendita.mdl,1,8520,resource/WeaponPaint/texture/y21s2#256256bendita_p.bmp
v_lance.mdl,0,8520,resource/WeaponPaint/texture/y21s2$20@004_y20s4_buff01_v.bmp
v_lance.mdl,1,8520,resource/WeaponPaint/texture/y21s2$20@004_y20s4_buff02_v.bmp
p_lance.mdl,0,8520,resource/WeaponPaint/texture/y21s2#256256y20s4_buff_p.bmp
v_glock18.mdl,0,8542,resource/WeaponPaint/texture/y21s3glock18c_v.bmp
p_glock18.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256glock18c_p.bmp
w_glock18.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256glock18c_p.bmp
s_glock18.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256glock18c_p.bmp
v_skullaxe.mdl,0,8542,resource/WeaponPaint/texture/y21s3axe -v.bmp
p_skullaxe.mdl,0,8542,resource/WeaponPaint/texture/y21s3axe-p.bmp
w_skullaxe.mdl,0,8542,resource/WeaponPaint/texture/y21s3axe-p.bmp
v_magicmg.mdl,2,8542,resource/WeaponPaint/texture/y21s3Magic_weapon_v.bmp
p_magicmg.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256magicmg_p.bmp
w_magicmg.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256magicmg_p.bmp
s_magicmg.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256magicmg_p.bmp
v_chainsaw.mdl,2,8542,resource/WeaponPaint/texture/y21s3chainsaw_v.bmp
v_chainsaw.mdl,3,8542,resource/WeaponPaint/texture/y21s3chainsaw_v.bmp
p_chainsaw.mdl,0,8542,resource/WeaponPaint/texture/y21s3chainsaw_p.bmp
p_chainsaw.mdl,1,8542,resource/WeaponPaint/texture/y21s3chainsaw_p.bmp
w_chainsaw.mdl,0,8542,resource/WeaponPaint/texture/y21s3chainsaw_p.bmp
w_chainsaw.mdl,1,8542,resource/WeaponPaint/texture/y21s3chainsaw_p.bmp
s_chainsaw.mdl,0,8542,resource/WeaponPaint/texture/y21s3chainsaw_p.bmp
s_chainsaw.mdl,1,8542,resource/WeaponPaint/texture/y21s3chainsaw_p.bmp
v_jetgun.mdl,0,8542,resource/WeaponPaint/texture/y21s3$20@003_y20s1_guntlet_vgold.bmp
v_jetgun.mdl,1,8542,resource/WeaponPaint/texture/y21s3$20@004_y20s1_guntlet_v.bmp
p_jetgun.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256y20s1_guntlet_p_blue.bmp
p_jetgun.mdl,1,8542,resource/WeaponPaint/texture/y21s3#256256y20s1_guntlet_bag_blue.bmp
w_jetgun.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256y20s1_guntlet_p_blue.bmp
w_jetgun.mdl,1,8542,resource/WeaponPaint/texture/y21s3#256256y20s1_guntlet_bag_blue.bmp
s_jetgun.mdl,0,8542,resource/WeaponPaint/texture/y21s3#256256y20s1_guntlet_bag_blue.bmp
s_jetgun.mdl,1,8542,resource/WeaponPaint/texture/y21s3#256256y20s1_guntlet_p_blue.bmp
v_k3.mdl,0,8543,resource/WeaponPaint/texture/y21s3k3_v.bmp
p_k3.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256k3_p.bmp
w_k3.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256k3_p.bmp
s_k3.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256k3_p.bmp
v_balrog11_dekal.mdl,0,8543,resource/WeaponPaint/texture/y21s3balrog-11_v.bmp
p_balrog11_dekal.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256balrog-11_p.bmp
w_balrog11_dekal.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256balrog-11_p.bmp
s_balrog11_dekal.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256balrog-11_p.bmp
v_m950.mdl,0,8543,resource/WeaponPaint/texture/y21s3m950_v.bmp
v_m950.mdl,3,8543,resource/WeaponPaint/texture/y21s3m950_v.bmp
v_m950.mdl,4,8543,resource/WeaponPaint/texture/y21s3m950_v.bmp
p_m950.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
p_m950.mdl,1,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
p_m950.mdl,2,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
w_m950.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
w_m950.mdl,1,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
w_m950.mdl,2,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
s_m950.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
s_m950.mdl,2,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
s_m950.mdl,3,8543,resource/WeaponPaint/texture/y21s3#256256m950_p.bmp
v_buffsg552.mdl,0,8543,resource/WeaponPaint/texture/y21s3$20@004_buffsg552_01.bmp
v_buffsg552.mdl,1,8543,resource/WeaponPaint/texture/y21s3$20@001_buffsg552_02.bmp
v_buffsg552.mdl,2,8543,resource/WeaponPaint/texture/y21s3$20@004_moon.bmp
p_buffsg552.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256buffsg552_p.bmp
w_buffsg552.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256buffsg552_p.bmp
s_buffsg552.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256buffsg552_p.bmp
v_buffsg552_d3a3.mdl,0,8543,resource/WeaponPaint/texture/y21s3$20@004_buffsg552_01.bmp
v_buffsg552_d3a3.mdl,1,8543,resource/WeaponPaint/texture/y21s3$20@001_buffsg552_02.bmp
v_buffsg552_d3a3.mdl,2,8543,resource/WeaponPaint/texture/y21s3$20@004_moon.bmp
p_buffsg552_d3a3.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256buffsg552_p.bmp
w_buffsg552_d3a3.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256buffsg552_p.bmp
s_buffsg552_d3a3.mdl,0,8543,resource/WeaponPaint/texture/y21s3#256256buffsg552_p.bmp
v_runeblade.mdl,0,8543,resource/WeaponPaint/texture/y21s3$20@001_runeblade_v01.bmp
v_runeblade.mdl,1,8543,resource/WeaponPaint/texture/y21s3$20@001_runeblade_v02.bmp
p_runeblade.mdl,0,8543,resource/WeaponPaint/texture/y21s3runeblade_p.bmp
v_runeblade_d3f3.mdl,0,8543,resource/WeaponPaint/texture/y21s3$20@001_runeblade_v01.bmp
v_runeblade_d3f3.mdl,1,8543,resource/WeaponPaint/texture/y21s3$20@001_runeblade_v02.bmp
p_runeblade_d3f3.mdl,0,8543,resource/WeaponPaint/texture/y21s3runeblade_p.bmp
v_magicknife.mdl,2,8586,resource/WeaponPaint/texture/y21s4$20magicsword_ef.bmp
v_magicknife.mdl,3,8586,resource/WeaponPaint/texture/y21s4magicsword_v.bmp
p_magicknife.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256magicsword_p.bmp
v_sgmissile.mdl,8,8585,resource/WeaponPaint/texture/y21s4battleship01_01_v.bmp
v_sgmissile.mdl,9,8585,resource/WeaponPaint/texture/y21s4battleship00_01_v.bmp
v_sgmissile.mdl,10,8585,resource/WeaponPaint/texture/y21s4battleship01_02_v.bmp
v_sgmissile.mdl,2,8585,resource/WeaponPaint/texture/y21s4battleship00_02_v.bmp
v_sgmissile.mdl,0,8585,resource/WeaponPaint/texture/y21s4$0b_battleshipo.bmp
v_sgmissile.mdl,23,8585,resource/WeaponPaint/texture/y21s4led11.bmp
v_sgmissile.mdl,22,8585,resource/WeaponPaint/texture/y21s4led10.bmp
v_sgmissile.mdl,21,8585,resource/WeaponPaint/texture/y21s4led09.bmp
v_sgmissile.mdl,20,8585,resource/WeaponPaint/texture/y21s4led08.bmp
v_sgmissile.mdl,19,8585,resource/WeaponPaint/texture/y21s4led07.bmp
v_sgmissile.mdl,18,8585,resource/WeaponPaint/texture/y21s4led06.bmp
v_sgmissile.mdl,17,8585,resource/WeaponPaint/texture/y21s4led05.bmp
v_sgmissile.mdl,16,8585,resource/WeaponPaint/texture/y21s4led04.bmp
v_sgmissile.mdl,15,8585,resource/WeaponPaint/texture/y21s4led03.bmp
v_sgmissile.mdl,14,8585,resource/WeaponPaint/texture/y21s4led02.bmp
v_sgmissile.mdl,1,8585,resource/WeaponPaint/texture/y21s4led01.bmp
p_sgmissile_a.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256battleship02_p.bmp
p_sgmissile_b.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256battleship01_p.bmp
w_sgmissile_a.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256battleship01_p.bmp
s_sgmissile.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256battleship01_p.bmp
v_elite.mdl,0,8586,resource/WeaponPaint/texture/y21s4CSO_Elite_v.bmp
p_elite.mdl,0,8586,resource/WeaponPaint/texture/y21s4w_elite_p.bmp
w_elite.mdl,0,8586,resource/WeaponPaint/texture/y21s4w_elite_p.bmp
s_elites.mdl,0,8586,resource/WeaponPaint/texture/y21s4CSO_Elite_v.bmp
v_strong_knife.mdl,0,8585,resource/WeaponPaint/texture/y21s4CSO_Knife_v.bmp
p_strong_knife.mdl,0,8585,resource/WeaponPaint/texture/y21s4CSO_Knife_p.bmp
v_Buffm249.mdl,1,8586,resource/WeaponPaint/texture/y21s4$20@004buff_m249_1_v.bmp
v_buffm249.mdl,0,8586,resource/WeaponPaint/texture/y21s4#0b_buff_m249_2_glow.bmp
v_buffm249.mdl,6,8586,resource/WeaponPaint/texture/y21s4buff_m249_2_v.bmp
p_buffm249.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256buff_m249_p.bmp
w_buffm249.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256buff_m249_p.bmp
s_buffm249.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256buff_m249_p.bmp
v_buffaug.mdl,1,8585,resource/WeaponPaint/texture/y21s4$20@004buffaug02_v.bmp
v_buffaug.mdl,0,8585,resource/WeaponPaint/texture/y21s4$20@004buffaug01_v.bmp
p_buffaug.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256255buffaug_p.bmp
w_buffaug.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256255buffaug_p.bmp
s_buffaug.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256255buffaug_p.bmp
v_speargun.mdl,0,8586,resource/WeaponPaint/texture/y21s4speargun_v.bmp
v_speargun.mdl,3,8586,resource/WeaponPaint/texture/y21s4speargun_v.bmp
p_speargun.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256speargun_p.bmp
p_speargun.mdl,1,8586,resource/WeaponPaint/texture/y21s4#256256speargun_p.bmp
w_speargun.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256speargun_p.bmp
w_speargun.mdl,1,8586,resource/WeaponPaint/texture/y21s4#256256speargun_p.bmp
s_speargun.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256speargun_p.bmp
s_speargun.mdl,1,8586,resource/WeaponPaint/texture/y21s4#256256speargun_p.bmp
v_kronos12.mdl,2,8585,resource/WeaponPaint/texture/y21s4argus12_v.bmp
v_kronos12.mdl,3,8585,resource/WeaponPaint/texture/y21s4$0b_argus3_dotsight_v_02.bmp
v_kronos12.mdl,1,8585,resource/WeaponPaint/texture/y21s4argus12_scope_effect.bmp
p_kronos12.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256argus12_p.bmp
w_kronos12.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256argus12_p.bmp
s_kronos12.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256argus12_p.bmp
v_crow1.mdl,0,8585,resource/WeaponPaint/texture/y21s4crow1_v.bmp
p_crow1.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256crow1_p.bmp
w_crow1.mdl,0,8585,resource/WeaponPaint/texture/y21s4#256256crow1_p.bmp
s_crow1.mdl,1,8585,resource/WeaponPaint/texture/y21s4#256256crow1_p.bmp
p_charger5.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256charger5_p.bmp
w_charger5.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256charger5_p.bmp
s_charger5.mdl,0,8586,resource/WeaponPaint/texture/y21s4#256256charger5_p.bmp
v_charger5.mdl,1,8586,resource/WeaponPaint/texture/y21s4charger5_v.bmp
p_sfsniper.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256sfsniper_p.bmp
p_sfsniper.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256sfsniper_p.bmp
w_sfsniper.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256sfsniper_p.bmp
w_sfsniper.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256sfsniper_p.bmp
s_sfsniper.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256sfsniper_p.bmp
s_sfsniper.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256sfsniper_p.bmp
v_sfsniper.mdl,0,8618,resource/WeaponPaint/texture/chn13thsfsniper_v.bmp
v_sfsniper.mdl,3,8618,resource/WeaponPaint/texture/chn13thsfsniper_v.bmp
p_m3_dragon.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256buf_m3_p.bmp
w_m3_dragon.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256buf_m3_p.bmp
s_m3_dragon.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256buf_m3_p.bmp
v_m3drago.mdl,0,8618,resource/WeaponPaint/texture/chn13th$20@004_buf_m3_v_02.bmp
v_m3drago.mdl,1,8618,resource/WeaponPaint/texture/chn13th$20@004_buf_m3_v_01.bmp
p_cannon.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256gragon_p.bmp
p_cannon.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256gragon_p.bmp
w_cannon.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256gragon_p.bmp
w_cannon.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256gragon_p.bmp
s_cannon.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256gragon_p.bmp
s_cannon.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256gragon_p.bmp
v_cannon.mdl,0,8618,resource/WeaponPaint/texture/chn13thdragon_v.bmp
v_cannon.mdl,1,8618,resource/WeaponPaint/texture/chn13thpin.bmp
v_cannon.mdl,4,8618,resource/WeaponPaint/texture/chn13thdragon_v.bmp
v_cannon.mdl,5,8618,resource/WeaponPaint/texture/chn13thpin.bmp
p_mg3.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
p_mg3.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
p_mg3.mdl,2,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
w_mg3.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
w_mg3.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
w_mg3.mdl,2,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
s_MG3.mdl,0,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
s_MG3.mdl,1,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
s_MG3.mdl,2,8618,resource/WeaponPaint/texture/chn13th#256256mg3_p.bmp
v_mg3.mdl,0,8618,resource/WeaponPaint/texture/chn13thmg3_v.bmp
v_mg3.mdl,3,8618,resource/WeaponPaint/texture/chn13thmg3_v.bmp
v_mg3.mdl,4,8618,resource/WeaponPaint/texture/chn13thmg3_v.bmp
v_awp.mdl,0,8636,resource/WeaponPaint/texture/y22s1awp.bmp
p_awp.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256awp_p.bmp
w_awp.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256awp_p.bmp
s_awp.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256awp_p.bmp
v_InfinityEX2.mdl,0,8636,resource/WeaponPaint/texture/y22s1v_infinityex2_21.bmp
v_InfinityEX2.mdl,1,8636,resource/WeaponPaint/texture/y22s1v_infinityex2_22.bmp
v_InfinityEX2.mdl,2,8636,resource/WeaponPaint/texture/y22s1v_infinityex2_11.bmp
v_InfinityEX2.mdl,3,8636,resource/WeaponPaint/texture/y22s1v_infinityex2_12.bmp
p_infinityEX2.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_1_1_p.bmp
p_infinityEX2.mdl,1,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_1_2_p.bmp
p_infinityEX2.mdl,2,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_2_1_p.bmp
p_infinityEX2.mdl,3,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_2_2_p.bmp
w_infinityEX2.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_2_1_p.bmp
w_infinityEX2.mdl,1,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_1_1_p.bmp
w_infinityEX2.mdl,2,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_2_2_p.bmp
w_infinityEX2.mdl,3,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_1_2_p.bmp
s_infinityEX2.mdl,1,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_2_1_p.bmp
s_infinityEX2.mdl,2,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_1_1_p.bmp
s_infinityEX2.mdl,3,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_2_2_p.bmp
s_infinityEX2.mdl,4,8636,resource/WeaponPaint/texture/y22s1#256256infinityex2_1_2_p.bmp
v_huntbow.mdl,0,8636,resource/WeaponPaint/texture/y22s1$20@004y21s3failnaught_gold_v.bmp
v_huntbow.mdl,1,8636,resource/WeaponPaint/texture/y22s1$20y21s3failnaught_effect.bmp
v_huntbow.mdl,2,8636,resource/WeaponPaint/texture/y22s1$20failnaught_v.bmp
p_huntbow.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256y21s3failnaught_p.bmp
w_huntbow.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256y21s3failnaught_p.bmp
s_huntbow.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256y21s3failnaught_p.bmp
p_huntbow_empty.mdl,0,8636,resource/WeaponPaint/texture/y22s1#256256y21s3failnaught_p.bmp
v_armtorch.mdl,0,8636,resource/WeaponPaint/texture/y22s1armrorch_v.bmp
p_armtorch.mdl,0,8636,resource/WeaponPaint/texture/y22s1armrorch_p.bmp
v_vulcanus9.mdl,0,8636,resource/WeaponPaint/texture/y22s1gasgauge01.bmp
v_vulcanus9.mdl,2,8636,resource/WeaponPaint/texture/y22s1vulcanus9_v.bmp
v_vulcanus9.mdl,5,8636,resource/WeaponPaint/texture/y22s1gasgauge02.bmp
v_vulcanus9.mdl,6,8636,resource/WeaponPaint/texture/y22s1gasgauge03.bmp
v_vulcanus9.mdl,7,8636,resource/WeaponPaint/texture/y22s1gasgauge04.bmp
v_vulcanus9.mdl,8,8636,resource/WeaponPaint/texture/y22s1gasgauge05.bmp
p_vulcanus9.mdl,0,8636,resource/WeaponPaint/texture/y22s1vulcanus9_p.bmp
p_vulcanus92.mdl,0,8636,resource/WeaponPaint/texture/y22s1vulcanus9_p.bmp
v_deagle.mdl,0,8686,resource/WeaponPaint/texture/y22s2deserteagle_v.bmp
p_deagle.mdl,0,8686,resource/WeaponPaint/texture/y22s2deserteagle_p.bmp
w_deagle.mdl,0,8686,resource/WeaponPaint/texture/y22s2deserteagle_p.bmp
s_deserteagle.mdl,1,8686,resource/WeaponPaint/texture/y22s2deserteagle_p.bmp
v_petrolboomer.mdl,0,8686,resource/WeaponPaint/texture/y22s2petrolboomer_v.bmp
v_petrolboomer.mdl,1,8686,resource/WeaponPaint/texture/y22s2petrol_v.bmp
p_petrolboomer.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256petrolboomer_p.bmp
w_petrolboomer.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256petrolboomer_p.bmp
s_petrolboomer.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256petrolboomer_p.bmp
petrol.mdl,0,8686,resource/WeaponPaint/texture/y22s2petrolboomer_p_01.bmp
v_spknife.mdl,2,8686,resource/WeaponPaint/texture/y22s2spknife_v.bmp
v_spknife.mdl,0,8686,resource/WeaponPaint/texture/y22s2ring.bmp
v_spknife.mdl,5,8686,resource/WeaponPaint/texture/y22s2spknife_v.bmp
p_spknife.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256spknife_p.bmp
p_spknife.mdl,1,8686,resource/WeaponPaint/texture/y22s2#256256spknife_p.bmp
v_thanatos9.mdl,0,8686,resource/WeaponPaint/texture/y22s2thanatos9_v.bmp
v_thanatos9.mdl,2,8686,resource/WeaponPaint/texture/y22s2$0b_thanatos9_blue.bmp
p_thanatos9a.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256thanatos9_p.bmp
p_thanatos9b.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256thanatos9_p.bmp
p_thanatos9b.mdl,1,8686,resource/WeaponPaint/texture/y22s2$0b_thanatos9_blue.bmp
v_mgsm.mdl,0,8686,resource/WeaponPaint/texture/y22s2mgsm02_v.bmp
v_mgsm.mdl,1,8686,resource/WeaponPaint/texture/y22s2mgsm01_v.bmp
v_mgsm.mdl,2,8686,resource/WeaponPaint/texture/y22s2$0b_msgmeffectblue_v.bmp
v_mgsm.mdl,7,8686,resource/WeaponPaint/texture/y22s2$0b_msgmeffectred_v.bmp
p_mgsm.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256mgsm_p.bmp
p_mgsm.mdl,1,8686,resource/WeaponPaint/texture/y22s2#256256mgsmback_p.bmp
w_mgsm.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256mgsmback_p.bmp
w_mgsm.mdl,1,8686,resource/WeaponPaint/texture/y22s2#256256mgsm_p.bmp
s_mgsm.mdl,0,8686,resource/WeaponPaint/texture/y22s2#256256mgsm_p.bmp
s_mgsm.mdl,1,8686,resource/WeaponPaint/texture/y22s2#256256mgsmback_p.bmp
ef_mgsm_launcher.mdl,0,8686,resource/WeaponPaint/texture/y22s2mgsm02_v.bmp
ef_mgsm_launcher.mdl,1,8686,resource/WeaponPaint/texture/y22s2$0b_msgmeffectblue_v.bmp
ef_mgsm_launcher.mdl,2,8686,resource/WeaponPaint/texture/y22s2$0b_msgmeffectred_v.bmp
v_kronos12.mdl,2,8710,resource/WeaponPaint/texture/y22s3argus12_v.bmp
p_kronos12.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256argus12_p.bmp
w_kronos12.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256argus12_p.bmp
s_kronos12.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256argus12_p.bmp
v_awp.mdl,0,8710,resource/WeaponPaint/texture/y22s3awp.bmp
p_awp.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256awp_p.bmp
w_awp.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256awp_p.bmp
s_awp.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256awp_p.bmp
v_rockbreaker.mdl,3,8710,resource/WeaponPaint/texture/y22s3rockbreaker_v.bmp
p_rockbreaker.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256rockbreaker_p.bmp
w_rockbreaker.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256rockbreaker_p.bmp
s_rockbreaker.mdl,0,8710,resource/WeaponPaint/texture/y22s3#256256rockbreaker_p.bmp
v_skull1.mdl,0,8710,resource/WeaponPaint/texture/y22s3skull-1.bmp
p_skull1.mdl,0,8710,resource/WeaponPaint/texture/y22s3skull-1_p.bmp
w_skull1.mdl,0,8710,resource/WeaponPaint/texture/y22s3skull-1_p.bmp
s_skull1.mdl,0,8710,resource/WeaponPaint/texture/y22s3skull-1_p.bmp
