;,,,";무기/장비=""Equipment"",클래스(캐릭터)=""Class""",";권총=1,샷건=2,기관단총=3,소총=4,기관총=5장비=6,클래스=7,기능성(passive)=8,작동성(active)=9",,";UseType, 0= 간접사용, 1= 자동사용, 2= 수동사용, 3= 수동사용(int), 4= 수동사용(string)",";공용=0,테러리스트1,대테러리스트2",,,,,,,,,,,,,,,,,,,,,";0=개인,1=클랜;공백=0",,,,,,,,,,,,,,,,,,
;ID,Name,recourcename,ClassName,Category,InGameID,UseType,Team,Level,ExpPointModCategory,ExpModPriority,ExpModMin,ExpModMax,PCBangExpModMin,PCBangExpModMax,PointModPriority,PointModMin,PointModMax,PCBangPointModMin,PCBangPointModMax,InventoryType,Damage,HitRate,Reaction,FiringSpeed,Weight,SkinBase,Period,BuyerType,ItemBoxName,TeamBonusExpOther,TeamBonusExpSelf,TeamBonusPointOther,TeamBonusPointSelf,rewardID,InGameItem,mdl,skin,DisReward1,DisReward2,DisReward3,EnhWeapon,ZombieSkin,TradeNum,TradeDay,CanExtend,SortingIndex
288,MoneyExtractor,MoneyExtractor,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
289,TextH01,TextH01,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
290,TextH02,TextH02,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
291,TextH03,TextH03,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
292,TextH04,TextH04,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
293,TextL01,TextL01,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
294,TextL02,TextL02,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
295,TextL03,TextL03,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
296,TextL04,TextL04,PeriodicItem,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
297,HeartSpray01,HeartSpray01,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
298,HeartSpray02,HeartSpray02,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
299,HeartSpray03,HeartSpray03,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
300,RoundRetry,RoundRetry,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,1,,,10,9120,0,0,0,0,0,0,37
301,Fake06Spray,Fake06Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
302,Fake07Spray,Fake07Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
303,Fake08Spray,Fake08Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
304,m14ebr,m14ebr,Equipment,4,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,86,76,89,69,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,1
305,Deimos,Deimos,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,12
306,DeadlyShot,DeadlyShot,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9121,9208,0,0,0,0,0,24
307,DoubleBarrel Shotgun,dbarrel,Equipment,2,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,100,12,87,81,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,4
308,InfinitySS,infinityss,Equipment,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,71,70,83,85,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,6
309,ThompsonGold,thompsongold,Equipment,3,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,74,91,91,83,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,3
310,USAS12Army,usas12camo,Equipment,2,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,100,48,83,62,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,4
311,CartBlue,cartblue,Equipment,4,91,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,"23, 39","77, 56","85, 85","91, 95","74, 62",,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,1
312,CartRed,cartred,Equipment,4,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"23, 28","77, 75","85, 84","91, 95","74, 69",,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,1
313,CartFrag,cartfrag,Equipment,6,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,8
314,scCannon,scCannon,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9121,9208,0,0,0,0,0,24
315,scNHawk,scNHawk,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9121,9208,0,0,0,0,0,24
316,scVIP,scVIP,Class,7,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,25,19,22,19,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,11
317,scJRA,scJRA,Class,7,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,18,24,18,24,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,10
318,scCJY,scCJY,Class,7,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,17,24,26,16,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,11
319,scYuri,scYuri,Class,7,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,26,23,20,19,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,10
320,InfinitySB,infinitysb,Equipment,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,71,70,81,85,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,676,6
321,InfinitySR,infinitysr,Equipment,1,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,71,70,85,85,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,676,6
322,Kriss,kriss,Equipment,3,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,77,86,91,83,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,3
323,TW2ndSpray,TW2ndSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
324,StaminaDrugSP,StaminaDrugSP,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
325,PowerAmplifierSP,PowerAmplifierSP,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
326,PhobosBlood,PhobosBlood,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
327,SKULL7,m249ex,Equipment,5,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,84,80,90,71,,1,,,0,0,0,0,0,1,,,240,9116,9203,0,0,0,0,676,2
328,CHNGirl01,CHNGirl01,Class,7,33,1,2,0,2,2,5,5,10,10,2,5,5,10,10,1,21,25,20,22,17,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,11
329,JPNGirl01,JPNGirl01,Class,7,32,1,1,0,2,2,5,5,10,10,2,5,5,10,10,1,26,17,19,23,20,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,10
330,WaterPistol,WaterPistol,Equipment,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,71,100,89,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,6
331,CHNGirl01Spray,CHNGirl01Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,42
332,JPNGirl01Spray,JPNGirl01Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,42
333,ZSNathaLicense,ZSNathaLicense,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,24
334,Sentry,Sentry,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,1,,,10,9121,0,0,0,0,0,0,37
337,WA2000,wa2000,Equipment,4,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,92,45,69,67,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,5
338,BlackBox,BlackBox,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
339,AT4,AT4,Equipment,6,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,100,12,0,58,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,9
340,PilotTag,PilotTag,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
341,Gold Luger,lugerg,Equipment,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,51,70,84,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,8,0,0,0,0,6
342,TRG-42 WhiteGold,trg42g,Equipment,4,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,66,27,71,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,5
343,TAR21,TAR21,Equipment,4,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,89,83,91,71,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,1
344,Barret M95,M95,Equipment,4,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,40,24,62,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,5
345,KATANA,katana,PeriodicItem,11,4009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,7
346,MP5 Gold,mp5g,Equipment,3,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,79,92,92,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,3
347,Dual Kriss,dualkriss,Equipment,3,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,76,86,93,78,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,3
348,ItemViewer,ItemViewer,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,10,9120,0,0,0,0,0,0,24
349,DroneControler,DroneControler,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
350,StaminaDrugH,StaminaDrugH,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
351,PowerAmplifierH,PowerAmplifierH,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
352,ResearchFundH,ResearchFundH,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
353,MoneyExtractorH,MoneyExtractorH,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
354,MG3 Gold,mg3g,Equipment,5,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,73,78,91,71,,1,,,0,0,0,0,0,1,,,240,9115,9202,8,0,0,0,0,2
355,M60,m60,Equipment,5,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,83,80,90,71,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,2
356,AN94,an94,Equipment,4,107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,91,91,80,71,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,1
357,M16A4,m16a4,Equipment,4,108,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,27,90,90,85,71,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,1
358,Deimos2,Deimos2,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,12
359,Meleeup,Meleeup,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9121,9208,0,0,0,0,0,24
360,ma_alicered,ma_AliceRED,Class,7,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,19,19,26,19,,1,,,0,0,0,0,0,0,ma_Alice,0,240,9118,9205,0,0,0,0,0,10
361,ma_aliceblue,ma_AliceBLUE,Class,7,40,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22,19,19,26,19,,1,,,0,0,0,0,0,0,ma_Alice,1,240,9118,9205,0,0,0,0,0,11
362,SAF,saf,Class,7,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,19,26,24,18,,1,,,0,0,0,0,0,0,,,240,9119,9206,0,0,0,0,0,11
363,SKULL9,skullaxe,Equipment,11,4010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9116,9203,0,0,0,0,676,7
364,P90Lapin,p90lapin,Equipment,3,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,69,92,92,83,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,3
365,Gatling,gatling,Equipment,2,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,100,58,84,71,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,4
366,RabbitSpray,RabbitSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
367,SKULL5,skull5,Equipment,4,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,64,64,80,65,,1,,,0,0,0,0,0,1,,,240,9116,9203,0,0,0,0,676,1
368,OberonBone,OberonBone,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
369,OberonDNA,OberonDNA,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
370,Thompson,thompson,Equipment,3,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,70,91,91,80,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,3
371,Luger,luger,Equipment,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,51,70,84,85,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,6
372,MG36,MG36,Equipment,5,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,83,81,91,74,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,2
373,Chaos Tattoo,ttChaos,Tattoo,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9120,9207,0,0,0,0,0,19
374,Tiger Tattoo,ttTiger,Tattoo,8,0,1,0,0,2,3,5,5,10,10,3,5,5,10,10,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,19
375,Dragon Tattoo,ttDragon,Tattoo,8,0,1,0,0,2,3,5,5,10,10,3,5,5,10,10,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,19
376,HUNTER,hunter,Class,7,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,24,19,23,21,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,11
377,SPADE,spade,Class,7,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,23,22,17,26,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,10
378,questReassign,questReassign,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,10,9120,0,0,0,0,0,0,24
379,SFGun,sfgun,Equipment,4,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,87,86,92,71,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,1
380,Wa2000G,wa2000g,Equipment,4,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,92,45,69,67,,1,,,0,0,0,0,0,1,,,240,9115,9202,8,0,0,0,0,5
381,BossKey,BossKey,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,38
382,xm2010,xm2010,Equipment,4,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,92,70,27,71,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,5
383,sl8ex,sl8ex,Equipment,4,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,64,80,85,67,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,5
384,ksg12,ksg12,Equipment,2,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,100,33,58,81,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,4
385,as50,as50,Equipment,4,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,69,29,75,65,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,5
386,Bambou Tattoo,ttBambou,Tattoo,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9120,9207,0,0,0,0,0,19
387,Custom Tattoo,ttCustom,Tattoo,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9120,9207,0,0,0,0,0,19
388,chinazombie,chinazombie,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,12
389,flamethrower,flamethrower,Equipment,6,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,100,100,76,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,0,9
390,witch,witch,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,12
391,undertaker,undertaker,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,12
392,Fernando,Fernando,Class,7,45,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,22,19,19,20,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,11
393,Blair,Blair,Class,7,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,26,22,21,16,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,10
394,holybomb,holybomb,Equipment,6,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9121,9208,0,0,0,0,0,8
395,lugerS,lugerS,Equipment,1,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45,51,70,84,85,,1,,,0,0,0,0,0,1,,,240,9121,9208,0,0,0,0,0,6
396,CashDecoderA,CashDecoderA,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,DecoderAA,0,0,0,0,0,0,,,1,9209,9209,0,0,0,0,0,21
397,m134ex,m134ex,Equipment,5,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,58,96,100,49,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,2
398,rainbowgun,rainbowgun,Equipment,2,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,100,22,62,76,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,4
399,Musket,Musket,Equipment,1,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,83,29,15,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,6
400,stg44,stg44,Equipment,4,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,85,77,90,71,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,1
401,GameStaff1,GameStaff1,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
402,GameStaff2,GameStaff2,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
403,GameStaff3,GameStaff3,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
404,GameStaff4,GameStaff4,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,43
405,dragontail,dragontail,Equipment,11,4011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,7
406,HK23Gold,hk23g,Equipment,5,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,80,82,90,74,,1,,,0,0,0,0,0,1,,,240,9115,9202,8,0,0,0,0,2
407,SKULL1,skull1,Equipment,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"47, 30","72, 70","70, 82","84, 88","85, 85",,1,,,0,0,0,0,0,1,,,240,9116,9203,0,0,0,0,676,6
408,AK47L,AK47L,Equipment,8,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0
409,dionereport1,dionereport1,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
410,dionereport2,dionereport2,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
411,dionereport3,dionereport3,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
412,dionereport4,dionereport4,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
413,qbz95b,qbz95b,Equipment,4,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,77,82,91,81,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,676,1
414,pkm,pkm,Equipment,5,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,77,78,90,72,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,2
415,sfsmg,sfsmg,Equipment,3,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,83,92,93,90,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,3
416,m79g,m79g,Equipment,1,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,100,100,10,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,6
417,at4ex,at4ex,Equipment,6,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,12,0,62,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,9
418,MarineBoy,MarineBoy,Class,7,47,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,24,22,18,21,20,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,11
419,MarineGirl,MarineGirl,Class,7,48,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,24,23,18,18,22,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,11
420,m14ebrgold,m14ebrgold,Equipment,4,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,86,76,90,71,,1,,,0,0,0,0,0,1,,,240,9115,9202,8,0,0,0,0,1
421,catapult,catapult,Equipment,1,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,81,15,29,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,6
422,spas12,spas12,Equipment,2,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,100,38,52,76,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,4
